player_name,team_name,minute,shot_statsbomb_xg,shot_outcome_name,shot_technique_name,shot_body_part_name,x,y,is_goal
Lionel Andrés Messi Cuccittini,Barcelona,21,0.08387053,Blocked,Half Volley,Left Foot,111.4,40.1,0
Lionel Andrés Messi Cuccittini,Barcelona,26,0.062552825,Off T,Volley,Left Foot,103.2,30.7,0
Luis Alberto Suárez Díaz,Barcelona,28,0.043898344,Saved,Normal,Left Foot,97.3,39.7,0
Lionel Andrés Messi Cuccittini,Barcelona,30,0.023314444,Saved,Normal,Left Foot,98.2,54.3,0
Luis Alberto Suárez Díaz,Barcelona,31,0.14082147,Off T,Normal,Head,111.0,45.6,0
Daniel Alves da Silva,Barcelona,34,0.018323367,Off T,Normal,Right Foot,92.2,54.5,0
Lionel Andrés Messi Cuccittini,Barcelona,38,0.05666045,Goal,Normal,Left Foot,92.3,44.1,1
Luis Alberto Suárez Díaz,Barcelona,43,0.025046458,Off T,Normal,Right Foot,98.9,55.4,0
Andrés Iniesta Luján,Barcelona,45,0.032213494,Off T,Normal,Right Foot,95.1,34.4,0
Jonathan Javier Rodríguez Portillo,RC Deportivo La Coruña,45,0.052532434,Saved,Normal,Right Foot,103.6,27.3,0
Lucas Pérez Martínez,RC Deportivo La Coruña,46,0.031545386,Blocked,Normal,Left Foot,99.5,46.6,0
Jonathan Javier Rodríguez Portillo,RC Deportivo La Coruña,47,0.090282656,Off T,Half Volley,Right Foot,111.0,51.6,0
Andrés Iniesta Luján,Barcelona,49,0.039774485,Off T,Half Volley,Right Foot,101.2,26.9,0
Ivan Rakitić,Barcelona,51,0.049586605,Blocked,Normal,Right Foot,98.2,40.4,0
Lionel Andrés Messi Cuccittini,Barcelona,59,0.017550224,Off T,Normal,Left Foot,111.6,55.8,0
Ivan Rakitić,Barcelona,61,0.029984968,Goal,Normal,Right Foot,95.4,51.5,1
Lionel Andrés Messi Cuccittini,Barcelona,64,0.007970636,Saved,Normal,Right Foot,113.2,59.7,0
Lionel Andrés Messi Cuccittini,Barcelona,66,0.082342595,Blocked,Normal,Left Foot,100.9,33.5,0
Luis Alberto Romero Alconchel,RC Deportivo La Coruña,68,0.024667958,Off T,Normal,Right Foot,95.1,27.9,0
Juan Domínguez Lamas,RC Deportivo La Coruña,69,0.084552675,Off T,Normal,Left Foot,99.9,49.7,0
Luis Alberto Suárez Díaz,Barcelona,70,0.09107556,Saved,Normal,Right Foot,106.2,52.0,0
Miguel Filipe Nunes Cardoso,RC Deportivo La Coruña,74,0.040424928,Blocked,Normal,Right Foot,100.9,41.9,0
Lucas Pérez Martínez,RC Deportivo La Coruña,76,0.28764316,Goal,Normal,Left Foot,111.8,47.7,1
Daniel Alves da Silva,Barcelona,79,0.025375439,Saved,Normal,Right Foot,96.8,52.9,0
Miguel Filipe Nunes Cardoso,RC Deportivo La Coruña,80,0.03951016,Off T,Normal,Right Foot,106.9,55.4,0
Fayçal Fajr,RC Deportivo La Coruña,83,0.047415316,Off T,Normal,Right Foot,95.9,42.1,0
Alejandro Bergantiños García,RC Deportivo La Coruña,85,0.062240165,Goal,Normal,Right Foot,103.5,52.4,1
Miguel Filipe Nunes Cardoso,RC Deportivo La Coruña,90,0.013292337,Off T,Normal,Right Foot,111.4,57.9,0
Rubén Pardo Gutiérrez,Real Sociedad,2,0.03532793,Blocked,Half Volley,Right Foot,95.8,37.4,0
Luis Alberto Suárez Díaz,Barcelona,2,0.15507527,Saved,Normal,Right Foot,102.6,26.4,0
Andrés Iniesta Luján,Barcelona,12,0.22545692,Post,Normal,Head,110.6,41.8,0
Sergio Canales Madrazo,Real Sociedad,13,0.022071706,Off T,Half Volley,Left Foot,94.1,52.1,0
Neymar da Silva Santos Junior,Barcelona,21,0.2318389,Goal,Normal,Left Foot,109.0,42.0,1
Luis Alberto Suárez Díaz,Barcelona,40,0.08731187,Goal,Volley,Right Foot,107.5,29.5,1
Yuri Berchiche Izeta,Real Sociedad,46,0.005608475,Saved,Normal,Left Foot,90.2,17.0,0
Neymar da Silva Santos Junior,Barcelona,52,0.34958535,Goal,Normal,Left Foot,110.5,38.9,1
Lionel Andrés Messi Cuccittini,Barcelona,58,0.118607216,Off T,Volley,Left Foot,104.5,32.7,0
Lionel Andrés Messi Cuccittini,Barcelona,59,0.12886675,Saved,Half Volley,Left Foot,107.7,33.0,0
Lionel Andrés Messi Cuccittini,Barcelona,67,0.072234705,Post,Normal,Left Foot,97.6,29.8,0
Yuri Berchiche Izeta,Real Sociedad,73,0.050892822,Off T,Normal,Left Foot,110.9,24.9,0
Mikel Oyarzabal Ugarte,Real Sociedad,75,0.018535908,Blocked,Normal,Left Foot,97.6,22.9,0
Armindo Tué Na Bangna,Real Sociedad,81,0.016999742,Off T,Half Volley,Left Foot,113.8,25.6,0
Armindo Tué Na Bangna,Real Sociedad,83,0.06410868,Off T,Normal,Right Foot,99.4,32.7,0
Armindo Tué Na Bangna,Real Sociedad,83,0.07901849,Blocked,Normal,Right Foot,102.4,40.5,0
Mikel Oyarzabal Ugarte,Real Sociedad,84,0.111475,Off T,Normal,Head,107.8,43.9,0
Armindo Tué Na Bangna,Real Sociedad,85,0.2047126,Saved,Normal,Right Foot,111.2,32.5,0
Lionel Andrés Messi Cuccittini,Barcelona,86,0.059738506,Post,Normal,Right Foot,106.9,53.0,0
Lionel Andrés Messi Cuccittini,Barcelona,87,0.08110295,Blocked,Normal,Right Foot,105.3,33.3,0
Lionel Andrés Messi Cuccittini,Barcelona,89,0.3772729,Saved,Volley,Left Foot,117.8,36.0,0
Lionel Andrés Messi Cuccittini,Barcelona,90,0.60287935,Goal,Normal,Left Foot,115.5,44.7,1
Ivan Rakitić,Barcelona,2,0.024584794,Off T,Normal,Right Foot,90.8,39.4,0
Alejandro Menéndez Díez,Sporting Gijón,8,0.02593487,Off T,Normal,Left Foot,96.5,26.0,0
Luis Alberto Suárez Díaz,Barcelona,20,0.2369727,Saved,Normal,Left Foot,111.3,30.6,0
Lionel Andrés Messi Cuccittini,Barcelona,24,0.034014713,Goal,Normal,Left Foot,93.9,43.6,1
Carlos Castro García,Sporting Gijón,26,0.4124445,Goal,Normal,Right Foot,116.1,44.7,1
Neymar da Silva Santos Junior,Barcelona,29,0.017487079,Saved,Normal,Right Foot,97.3,22.7,0
Lionel Andrés Messi Cuccittini,Barcelona,30,0.09721118,Goal,Normal,Left Foot,110.9,48.8,1
Lionel Andrés Messi Cuccittini,Barcelona,32,0.12105316,Saved,Normal,Left Foot,104.3,40.1,0
Neymar da Silva Santos Junior,Barcelona,32,0.0677176,Post,Normal,Right Foot,110.4,28.9,0
Neymar da Silva Santos Junior,Barcelona,36,0.07677229,Off T,Normal,Left Foot,115.2,28.1,0
Gerard Piqué Bernabéu,Barcelona,47,0.07039046,Saved,Overhead Kick,Right Foot,113.2,48.2,0
Omar Mascarell González,Sporting Gijón,54,0.032077122,Saved,Normal,Right Foot,92.7,38.7,0
Luis Alberto Suárez Díaz,Barcelona,55,0.37670532,Blocked,Lob,Right Foot,111.5,45.8,0
Neymar da Silva Santos Junior,Barcelona,55,0.16741212,Off T,Overhead Kick,Left Foot,110.0,38.1,0
Luis Alberto Suárez Díaz,Barcelona,61,0.7835,Saved,Normal,Right Foot,107.8,40.0,0
Alejandro Menéndez Díez,Sporting Gijón,62,0.025273917,Off T,Normal,Left Foot,102.1,22.1,0
Luis Alberto Suárez Díaz,Barcelona,66,0.05717058,Goal,Normal,Left Foot,106.2,52.7,1
Neymar da Silva Santos Junior,Barcelona,71,0.039804135,Saved,Normal,Right Foot,96.3,31.0,0
Arda Turan,Barcelona,71,0.12053762,Wayward,Half Volley,Right Foot,107.8,29.4,0
Alejandro Barrera García,Sporting Gijón,76,0.052731894,Blocked,Normal,Head,108.2,39.5,0
Neymar da Silva Santos Junior,Barcelona,79,0.028625812,Off T,Normal,Right Foot,96.9,27.1,0
Alen Halilović,Sporting Gijón,85,0.021857291,Off T,Normal,Left Foot,90.5,49.4,0
Lionel Andrés Messi Cuccittini,Barcelona,91,0.042875428,Blocked,Normal,Left Foot,104.7,35.5,0
Gerard Piqué Bernabéu,Barcelona,6,0.18306644,Saved,Normal,Head,114.9,44.2,0
Youssef El-Arabi,Granada,9,0.017689789,Blocked,Normal,Left Foot,90.4,25.7,0
Lionel Andrés Messi Cuccittini,Barcelona,9,0.05668044,Saved,Normal,Right Foot,97.2,37.3,0
Gerard Piqué Bernabéu,Barcelona,12,0.077103324,Saved,Normal,Head,111.6,35.6,0
Andrés Iniesta Luján,Barcelona,14,0.026991174,Off T,Normal,Right Foot,92.1,39.1,0
Abdoulaye Doucouré,Granada,17,0.03733566,Off T,Volley,Right Foot,94.8,41.8,0
Luis Alberto Suárez Díaz,Barcelona,21,0.75520253,Goal,Normal,Right Foot,115.3,44.0,1
Lionel Andrés Messi Cuccittini,Barcelona,24,0.011607954,Saved,Normal,Left Foot,101.0,60.3,0
Luis Alberto Suárez Díaz,Barcelona,37,0.27648658,Goal,Normal,Head,116.0,45.2,1
Neymar da Silva Santos Junior,Barcelona,39,0.06937183,Off T,Normal,Right Foot,101.0,27.2,0
Lionel Andrés Messi Cuccittini,Barcelona,54,0.0154890325,Saved,Normal,Left Foot,89.1,27.1,0
Francisco Manuel Rico Castro,Granada,57,0.16827391,Saved,Normal,Right Foot,101.1,40.8,0
Neymar da Silva Santos Junior,Barcelona,60,0.15869763,Saved,Normal,Left Foot,112.9,31.3,0
Rubén Salvador Pérez Del Mármol,Granada,60,0.018017154,Off T,Normal,Right Foot,86.0,39.2,0
Jean-Sylvain Claude Babin,Granada,65,0.09820603,Off T,Normal,Head,109.5,35.7,0
David Rodríguez Lombán,Granada,79,0.028500564,Blocked,Normal,Left Foot,94.0,35.9,0
Luis Alberto Suárez Díaz,Barcelona,85,0.6545843,Goal,Normal,Right Foot,111.3,46.6,1
Lionel Andrés Messi Cuccittini,Barcelona,87,0.13360833,Saved,Volley,Right Foot,115.6,33.8,0
David Barral Torres,Granada,91,0.1406076,Post,Normal,Left Foot,106.8,32.2,0
Neymar da Silva Santos Junior,Barcelona,2,0.29973224,Saved,Normal,Right Foot,107.6,30.6,0
Mikel Oyarzabal Ugarte,Real Sociedad,4,0.1194258,Goal,Normal,Head,109.0,43.6,1
Lionel Andrés Messi Cuccittini,Barcelona,6,0.09674706,Off T,Half Volley,Right Foot,107.0,49.1,0
Asier Illarramendi Andonegi,Real Sociedad,16,0.017913686,Blocked,Volley,Left Foot,92.1,32.0,0
Lionel Andrés Messi Cuccittini,Barcelona,21,0.064099036,Blocked,Normal,Left Foot,95.3,30.7,0
Lionel Andrés Messi Cuccittini,Barcelona,29,0.04052381,Blocked,Normal,Left Foot,96.6,46.6,0
Arda Turan,Barcelona,33,0.14068289,Saved,Normal,Right Foot,106.8,37.6,0
Carlos Alberto Vela Garrido,Real Sociedad,33,0.04221291,Off T,Normal,Left Foot,98.8,32.3,0
Munir El Haddadi Mohamed,Barcelona,37,0.048574414,Off T,Normal,Head,104.7,40.1,0
Alberto De La Bella Madureño,Real Sociedad,41,0.21961445,Blocked,Normal,Right Foot,111.6,30.4,0
Andrés Iniesta Luján,Barcelona,54,0.030405303,Saved,Normal,Left Foot,97.3,26.2,0
Neymar da Silva Santos Junior,Barcelona,61,0.041600183,Off T,Normal,Right Foot,94.9,24.4,0
Lionel Andrés Messi Cuccittini,Barcelona,72,0.11710452,Saved,Normal,Left Foot,108.4,39.0,0
Lionel Andrés Messi Cuccittini,Barcelona,77,0.044583265,Blocked,Normal,Left Foot,96.2,42.4,0
Mikel Oyarzabal Ugarte,Real Sociedad,84,0.028051216,Wayward,Volley,Left Foot,94.8,40.3,0
Lionel Andrés Messi Cuccittini,Barcelona,85,0.101428986,Saved,Normal,Head,105.6,41.7,0
Andrés Iniesta Luján,Barcelona,90,0.098201044,Saved,Normal,Left Foot,102.9,32.5,0
Lionel Andrés Messi Cuccittini,Barcelona,90,0.050341185,Blocked,Normal,Left Foot,100.3,33.1,0
Manuel Trigueros Muñoz,Villarreal,0,0.15411259,Post,Normal,Head,114.0,45.0,0
Cédric Bakambu,Villarreal,6,0.18153119,Saved,Half Volley,Right Foot,118.2,46.9,0
Ivan Rakitić,Barcelona,9,0.14161329,Off T,Normal,Right Foot,101.2,35.5,0
Lionel Andrés Messi Cuccittini,Barcelona,12,0.038867995,Blocked,Normal,Left Foot,96.8,34.9,0
Lionel Andrés Messi Cuccittini,Barcelona,14,0.009551213,Off T,Normal,Left Foot,96.7,58.8,0
Ivan Rakitić,Barcelona,19,0.11111773,Goal,Normal,Left Foot,107.4,34.1,1
Luis Alberto Suárez Díaz,Barcelona,34,0.033133637,Blocked,Half Volley,Left Foot,99.1,32.3,0
Manuel Trigueros Muñoz,Villarreal,35,0.06724192,Saved,Normal,Right Foot,102.7,50.3,0
Cédric Bakambu,Villarreal,37,0.035289574,Blocked,Normal,Right Foot,88.8,45.6,0
Neymar da Silva Santos Junior,Barcelona,40,0.7835,Goal,Normal,Right Foot,108.1,40.1,1
Lionel Andrés Messi Cuccittini,Barcelona,43,0.05587167,Saved,Normal,Left Foot,101.0,35.3,0
Cédric Bakambu,Villarreal,50,0.07606424,Saved,Normal,Right Foot,107.4,27.6,0
Lionel Andrés Messi Cuccittini,Barcelona,50,0.04116163,Blocked,Normal,Left Foot,100.2,30.2,0
Bruno Soriano Llido,Villarreal,53,0.04948982,Blocked,Normal,Left Foot,99.8,55.9,0
Manuel Trigueros Muñoz,Villarreal,53,0.038828816,Off T,Normal,Right Foot,100.2,50.7,0
Denis Suárez Fernández,Villarreal,56,0.13343097,Saved,Normal,Left Foot,106.6,32.9,0
Cédric Bakambu,Villarreal,56,0.26917133,Goal,Normal,Right Foot,116.7,47.6,1
Cédric Bakambu,Villarreal,57,0.00751286,Off T,Normal,Right Foot,114.9,60.1,0
Samuel Castillejo Azuaga,Villarreal,58,0.038918547,Saved,Normal,Left Foot,109.6,55.9,0
Roberto Soldado Rillo,Villarreal,59,0.153808,Off T,Normal,Head,114.7,44.7,0
Neymar da Silva Santos Junior,Barcelona,59,0.15800229,Saved,Normal,Right Foot,107.6,35.3,0
Sergi Roberto Carnicer,Barcelona,68,0.022270195,Off T,Normal,Right Foot,98.4,24.2,0
Ivan Rakitić,Barcelona,70,0.07752593,Saved,Normal,Head,107.1,33.1,0
Manuel Trigueros Muñoz,Villarreal,73,0.0077147074,Off T,Half Volley,Left Foot,89.3,26.3,0
Ivan Rakitić,Barcelona,81,0.092232965,Off T,Volley,Right Foot,108.7,46.8,0
Daniel Alves da Silva,Barcelona,84,0.020243438,Saved,Volley,Right Foot,91.9,39.7,0
Luis Alberto Suárez Díaz,Barcelona,89,0.051633615,Off T,Volley,Right Foot,108.0,49.7,0
Jérémy Mathieu,Barcelona,92,0.1395904,Off T,Normal,Head,114.2,38.5,0
Bruno Soriano Llido,Villarreal,93,0.027664471,Blocked,Half Volley,Left Foot,93.9,40.7,0
Manuel Trigueros Muñoz,Villarreal,94,0.029590381,Off T,Normal,Right Foot,94.9,45.4,0
Jordi Alba Ramos,Barcelona,8,0.17061263,Off T,Volley,Left Foot,111.9,34.8,0
Álvaro González Soberón,Espanyol,25,0.051173672,Saved,Normal,Head,116.7,30.1,0
Lionel Andrés Messi Cuccittini,Barcelona,35,0.03474868,Post,Normal,Left Foot,89.3,40.3,0
Andrés Iniesta Luján,Barcelona,43,0.017755473,Off T,Normal,Left Foot,95.6,56.4,0
Neymar da Silva Santos Junior,Barcelona,47,0.25201795,Blocked,Normal,Left Foot,111.5,39.8,0
Lionel Andrés Messi Cuccittini,Barcelona,50,0.09230284,Blocked,Normal,Left Foot,107.5,31.8,0
Hernán Arsenio Pérez González,Espanyol,51,0.10255435,Off T,Normal,Left Foot,104.0,50.4,0
Luis Alberto Suárez Díaz,Barcelona,54,0.20868659,Post,Normal,Left Foot,118.4,46.5,0
Lionel Andrés Messi Cuccittini,Barcelona,63,0.08497689,Saved,Normal,Left Foot,100.3,47.6,0
Papa Kouly Diop,Espanyol,65,0.014654989,Off T,Normal,Right Foot,86.7,47.7,0
Gerard Moreno Balaguero,Espanyol,69,0.05711876,Blocked,Normal,Left Foot,104.8,26.6,0
Sergio Busquets i Burgos,Barcelona,73,0.06614917,Blocked,Normal,Head,113.5,32.0,0
Neymar da Silva Santos Junior,Barcelona,75,0.052472137,Saved,Overhead Kick,Left Foot,105.0,34.9,0
Lionel Andrés Messi Cuccittini,Barcelona,88,0.03074007,Off T,Normal,Left Foot,87.3,42.2,0
Javier Eraso Goñi,Athletic Club,1,0.07882909,Off T,Normal,Left Foot,104.6,31.8,0
Lionel Andrés Messi Cuccittini,Barcelona,6,0.7835,Goal,Normal,Left Foot,108.0,40.0,1
Luis Alberto Suárez Díaz,Barcelona,14,0.05721788,Off T,Normal,Right Foot,98.7,34.1,0
Óscar de Marcos Arana,Athletic Club,15,0.12170885,Saved,Normal,Right Foot,116.6,50.1,0
Neymar da Silva Santos Junior,Barcelona,17,0.074513,Blocked,Half Volley,Right Foot,108.1,40.1,0
Neymar da Silva Santos Junior,Barcelona,21,0.12604676,Saved,Normal,Right Foot,114.0,30.5,0
Luis Alberto Suárez Díaz,Barcelona,21,0.067873344,Blocked,Normal,Left Foot,110.8,30.0,0
Luis Alberto Suárez Díaz,Barcelona,22,0.024897149,Off T,Half Volley,Right Foot,100.7,54.7,0
Ivan Rakitić,Barcelona,22,0.093925476,Off T,Volley,Right Foot,104.9,49.0,0
Neymar da Silva Santos Junior,Barcelona,26,0.10069338,Off T,Half Volley,Left Foot,116.2,30.3,0
Aleix Vidal Parreu,Barcelona,28,0.024603646,Off T,Normal,Right Foot,103.0,54.9,0
Neymar da Silva Santos Junior,Barcelona,30,0.1466694,Goal,Lob,Left Foot,106.8,29.8,1
Lionel Andrés Messi Cuccittini,Barcelona,34,0.1758322,Off T,Half Volley,Left Foot,108.3,41.5,0
Luis Alberto Suárez Díaz,Barcelona,37,0.07490167,Off T,Normal,Left Foot,105.1,52.0,0
Lionel Andrés Messi Cuccittini,Barcelona,40,0.048041306,Off T,Normal,Left Foot,91.6,39.2,0
Beñat Etxebarria Urkiaga,Athletic Club,45,0.02081492,Blocked,Normal,Right Foot,94.6,32.6,0
Iñaki Williams Arthuer,Athletic Club,45,0.04198494,Blocked,Half Volley,Right Foot,100.7,49.5,0
Luis Alberto Suárez Díaz,Barcelona,46,0.43869242,Goal,Normal,Right Foot,108.3,39.4,1
Ivan Rakitić,Barcelona,55,0.016875044,Off T,Normal,Right Foot,86.1,46.2,0
Javier Eraso Goñi,Athletic Club,60,0.17066364,Off T,Normal,Left Foot,113.4,32.8,0
Ivan Rakitić,Barcelona,61,0.25393364,Goal,Normal,Right Foot,114.0,33.4,1
Luis Alberto Suárez Díaz,Barcelona,68,0.0950377,Goal,Half Volley,Right Foot,114.8,33.5,1
Neymar da Silva Santos Junior,Barcelona,70,0.009507023,Saved,Normal,Right Foot,104.4,20.4,0
Aymeric Laporte,Athletic Club,72,0.091823444,Blocked,Normal,Left Foot,97.0,40.0,0
Óscar de Marcos Arana,Athletic Club,72,0.035623517,Off T,Half Volley,Right Foot,100.9,51.7,0
Neymar da Silva Santos Junior,Barcelona,78,0.07635758,Off T,Normal,Right Foot,95.9,38.3,0
Luis Alberto Suárez Díaz,Barcelona,81,0.12907214,Goal,Normal,Head,112.4,40.8,1
Sabin Merino Zuloaga,Athletic Club,84,0.49797818,Saved,Volley,Right Foot,113.2,40.0,0
Ander Iturraspe Derteano,Athletic Club,88,0.029377729,Saved,Normal,Right Foot,88.1,42.5,0
Rubén Rochina Naixes,Granada,0,0.0074267522,Off T,Normal,Left Foot,90.1,55.8,0
Ivan Rakitić,Barcelona,2,0.01968325,Off T,Normal,Right Foot,103.3,58.2,0
Jordi Alba Ramos,Barcelona,3,0.36216584,Saved,Normal,Left Foot,105.6,31.5,0
Lionel Andrés Messi Cuccittini,Barcelona,7,0.44654724,Goal,Normal,Left Foot,113.4,36.5,1
Lionel Andrés Messi Cuccittini,Barcelona,13,0.34811714,Goal,Normal,Left Foot,118.0,32.9,1
Luis Alberto Suárez Díaz,Barcelona,26,0.50952655,Off T,Normal,Left Foot,112.0,38.0,0
Luis Alberto Suárez Díaz,Barcelona,27,0.0057046385,Wayward,Normal,Right Foot,61.4,52.5,0
Lionel Andrés Messi Cuccittini,Barcelona,30,0.26486662,Saved,Normal,Left Foot,112.4,43.9,0
Rubén Salvador Pérez Del Mármol,Granada,32,0.02102402,Blocked,Normal,Right Foot,93.9,29.2,0
Neymar da Silva Santos Junior,Barcelona,35,0.07076721,Off T,Lob,Right Foot,105.4,32.0,0
Ivan Rakitić,Barcelona,37,0.019964434,Off T,Normal,Right Foot,86.9,49.2,0
Neymar da Silva Santos Junior,Barcelona,41,0.099920444,Off T,Half Volley,Left Foot,109.1,28.8,0
Rubén Rochina Naixes,Granada,43,0.038803324,Off T,Half Volley,Right Foot,95.5,41.7,0
Isaac Ajayi Success,Granada,48,0.0114719,Saved,Normal,Left Foot,101.4,60.3,0
David Rodríguez Lombán,Granada,50,0.18852244,Off T,Volley,Right Foot,109.8,40.2,0
David Rodríguez Lombán,Granada,52,0.052735943,Saved,Normal,Right Foot,100.1,24.9,0
Neymar da Silva Santos Junior,Barcelona,57,0.13887985,Saved to Post,Normal,Right Foot,115.3,28.7,0
Lionel Andrés Messi Cuccittini,Barcelona,57,0.54631764,Goal,Normal,Left Foot,112.6,39.5,1
Lionel Andrés Messi Cuccittini,Barcelona,60,0.008511118,Blocked,Normal,Left Foot,97.1,62.0,0
Rubén Rochina Naixes,Granada,67,0.02882716,Saved,Normal,Left Foot,104.3,22.5,0
Luis Alberto Suárez Díaz,Barcelona,72,0.026035903,Saved,Normal,Right Foot,106.2,25.7,0
Neymar da Silva Santos Junior,Barcelona,80,0.010574978,Off T,Normal,Right Foot,104.6,20.7,0
Neymar da Silva Santos Junior,Barcelona,82,0.28780946,Goal,Normal,Right Foot,116.9,35.2,1
Luis Alberto Suárez Díaz,Barcelona,85,0.0435115,Off T,Normal,Left Foot,100.3,51.6,0
Javier Márquez Moreno,Granada,91,0.025856176,Saved,Normal,Left Foot,87.1,41.7,0
Luis Alberto Suárez Díaz,Barcelona,4,0.039868426,Blocked,Volley,Right Foot,106.3,54.0,0
Munir El Haddadi Mohamed,Barcelona,7,0.80571604,Goal,Normal,Left Foot,118.7,36.5,1
Luis Alberto Suárez Díaz,Barcelona,9,0.1837968,Off T,Normal,Left Foot,108.8,29.2,0
Iván Ramis Barrios,Eibar,11,0.13597687,Off T,Normal,Head,110.2,40.2,0
David Juncà Reñé,Eibar,19,0.03254777,Off T,Volley,Right Foot,98.7,28.0,0
Gonzalo Escalante,Eibar,32,0.14934018,Off T,Volley,Right Foot,113.4,46.9,0
Lionel Andrés Messi Cuccittini,Barcelona,41,0.14010455,Goal,Normal,Left Foot,105.3,30.5,1
Lionel Andrés Messi Cuccittini,Barcelona,54,0.07260708,Blocked,Half Volley,Left Foot,108.8,29.3,0
Adrián González Morales,Eibar,65,0.023663992,Off T,Normal,Left Foot,97.8,23.8,0
Lionel Andrés Messi Cuccittini,Barcelona,70,0.024191283,Saved,Normal,Left Foot,88.2,39.9,0
Lionel Andrés Messi Cuccittini,Barcelona,75,0.7835,Goal,Normal,Left Foot,108.1,40.2,1
Adrián González Morales,Eibar,77,0.043848805,Blocked,Normal,Left Foot,106.9,28.9,0
Luis Alberto Suárez Díaz,Barcelona,82,0.15604286,Saved,Normal,Head,108.8,38.4,0
Aleksandar Pantić,Eibar,83,0.09644785,Wayward,Normal,Head,108.3,36.3,0
Luis Alberto Suárez Díaz,Barcelona,83,0.07126609,Goal,Normal,Right Foot,114.1,51.8,1
Adrián González Morales,Eibar,86,0.059780825,Blocked,Normal,Right Foot,99.7,46.9,0
Sergi Roberto Carnicer,Barcelona,90,0.056929775,Saved,Normal,Right Foot,101.9,34.1,0
Ivan Rakitić,Barcelona,6,0.025387459,Blocked,Normal,Right Foot,92.0,45.0,0
Germán Alejandro Pezzella,Real Betis,18,0.055805717,Wayward,Normal,Head,106.3,42.1,0
Lionel Andrés Messi Cuccittini,Barcelona,21,0.039353047,Off T,Normal,Left Foot,90.0,33.7,0
Álvaro Cejudo Carmona,Real Betis,22,0.02207205,Saved,Normal,Left Foot,91.1,48.4,0
Álvaro Cejudo Carmona,Real Betis,23,0.041516695,Wayward,Half Volley,Left Foot,97.5,45.4,0
Neymar da Silva Santos Junior,Barcelona,24,0.176216,Saved,Normal,Head,109.2,38.0,0
Neymar da Silva Santos Junior,Barcelona,28,0.7835,Post,Normal,Right Foot,108.0,40.1,0
Lionel Andrés Messi Cuccittini,Barcelona,32,0.5633142,Goal,Half Volley,Right Foot,112.3,38.2,1
Luis Alberto Suárez Díaz,Barcelona,37,0.10677799,Off T,Normal,Right Foot,114.4,54.5,0
Luis Alberto Suárez Díaz,Barcelona,45,0.27001652,Goal,Normal,Left Foot,108.4,31.0,1
Francisco José Molinero Calderón,Real Betis,48,0.021067787,Saved,Half Volley,Right Foot,99.6,57.0,0
Álvaro Cejudo Carmona,Real Betis,56,0.05891294,Off T,Half Volley,Right Foot,103.5,51.2,0
Lionel Andrés Messi Cuccittini,Barcelona,60,0.12003958,Blocked,Normal,Left Foot,107.7,37.0,0
Neymar da Silva Santos Junior,Barcelona,60,0.30387926,Post,Normal,Right Foot,111.7,34.1,0
Lionel Andrés Messi Cuccittini,Barcelona,61,0.17522186,Saved,Normal,Left Foot,109.8,30.2,0
Álvaro Cejudo Carmona,Real Betis,63,0.023010133,Off T,Normal,Left Foot,96.1,54.7,0
Alfred John Momar N''Diaye,Real Betis,65,0.14120571,Saved,Normal,Head,108.4,34.7,0
Neymar da Silva Santos Junior,Barcelona,66,0.08974128,Blocked,Normal,Right Foot,111.5,32.3,0
Lionel Andrés Messi Cuccittini,Barcelona,68,0.035006933,Saved to Post,Normal,Left Foot,91.6,30.9,0
Juan Manuel Vargas Risco,Real Betis,70,0.018800544,Blocked,Normal,Left Foot,88.6,39.8,0
Daniel Alves da Silva,Barcelona,71,0.036286946,Post,Lob,Right Foot,110.0,55.0,0
Luis Alberto Suárez Díaz,Barcelona,72,0.26359287,Saved,Normal,Right Foot,111.9,28.9,0
Lionel Andrés Messi Cuccittini,Barcelona,73,0.08322828,Post,Normal,Left Foot,96.3,43.0,0
Ricky van Wolfswinkel,Real Betis,76,0.05917099,Off T,Normal,Right Foot,107.6,54.7,0
Ricky van Wolfswinkel,Real Betis,79,0.087141044,Wayward,Normal,Head,114.8,31.6,0
Germán Alejandro Pezzella,Real Betis,79,0.57598454,Off T,Half Volley,Right Foot,114.3,42.8,0
Luis Alberto Suárez Díaz,Barcelona,82,0.38670915,Goal,Normal,Right Foot,112.8,36.0,1
Rafael van der Vaart,Real Betis,84,0.024021303,Off T,Normal,Right Foot,90.9,44.8,0
Álvaro Cejudo Carmona,Real Betis,87,0.0712526,Saved,Normal,Right Foot,98.5,44.3,0
Fernando José Torres Sanz,Atlético Madrid,0,0.07003028,Off T,Volley,Right Foot,107.3,39.3,0
Fernando José Torres Sanz,Atlético Madrid,9,0.01026914,Blocked,Normal,Right Foot,101.1,19.3,0
Ivan Rakitić,Barcelona,14,0.06771354,Saved,Normal,Right Foot,112.8,53.3,0
Fernando José Torres Sanz,Atlético Madrid,16,0.12276543,Off T,Normal,Left Foot,108.7,28.7,0
Rafael Alcântara do Nascimento,Barcelona,23,0.067013256,Wayward,Normal,Head,111.4,33.5,0
Luis Alberto Suárez Díaz,Barcelona,23,0.43430275,Post,Half Volley,Right Foot,117.2,44.8,0
Filipe Luís Kasmirski,Atlético Madrid,27,0.017409582,Off T,Half Volley,Left Foot,95.9,23.2,0
